id,text,referenceAnswer,keyPoints,questionScope
1,โครงการชลประทานตากมีปริมาณการใช้น้ำของพืชวันนี้เป็นยังไง,"ตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" — ในช่วงสัปดาห์ปัจจุบัน — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ",ชลประทานตาก | ปริมาณการใช้น้ำของพืช | วันนี้ | ลบ.ม./วิ,specific
203,จังหวัดแพร่คาดว่าจะต้องการน้ำชลประทานรวมเป็นยังไงใน 7 วันข้างหน้า,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วง7 วันข้างหน้า — โดยรายงานค่ารวม <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์),จังหวัดแพร่ | 7 วัน | ลบ.ม./วิ,specific
204,จังหวัดแพร่คาดว่าจะต้องการน้ำชลประทานรวมเป็นยังไงใน 14 วันข้างหน้า,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดแพร่ — ในช่วง14 วันข้างหน้า — โดยรายงานค่ารวม <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์),จังหวัดแพร่ | 14 วัน | ลบ.ม./วิ,specific
205,จังหวัดตากคาดว่าจะต้องการน้ำชลประทานรวมเป็นยังไงใน 7 วันข้างหน้า,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วง7 วันข้างหน้า — โดยรายงานค่ารวม <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์),จังหวัดตาก | 7 วัน | ลบ.ม./วิ,specific
206,จังหวัดตากคาดว่าจะต้องการน้ำชลประทานรวมเป็นยังไงใน 14 วันข้างหน้า,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดตาก — ในช่วง14 วันข้างหน้า — โดยรายงานค่ารวม <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์),จังหวัดตาก | 14 วัน | ลบ.ม./วิ,specific
207,จังหวัดสุโขทัยคาดว่าจะต้องการน้ำชลประทานรวมเป็นยังไงใน 7 วันข้างหน้า,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วง7 วันข้างหน้า — โดยรายงานค่ารวม <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์),จังหวัดสุโขทัย | 7 วัน | ลบ.ม./วิ,specific
208,จังหวัดสุโขทัยคาดว่าจะต้องการน้ำชลประทานรวมเป็นยังไงใน 14 วันข้างหน้า,ตอบจาก database (simsat) รวมทุกโครงการในจังหวัดสุโขทัย — ในช่วง14 วันข้างหน้า — โดยรายงานค่ารวม <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ — (ต้องมีคำว่า: พยากรณ์),จังหวัดสุโขทัย | 14 วัน | ลบ.ม./วิ,specific
209,โครงการชลประทานตากการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",ชลประทานตาก | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
210,โครงการส่งน้ำและบำรุงรักษาวังบัวการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาวังบัว"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",วังบัว | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
211,โครงการส่งน้ำและบำรุงรักษาวังยาง - หนองขวัญการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาวังยาง - หนองขวัญ"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",วังยาง-หนองขวัญ | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
212,โครงการชลประทานแพร่การมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานแพร่"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",ชลประทานแพร่ | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
213,โครงการชลประทานกำแพงเพชรการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานกำแพงเพชร"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",ชลประทานกำแพงเพชร | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
214,โครงการชลประทานสุโขทัยการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานสุโขทัย"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",ชลประทานสุโขทัย | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
215,โครงการส่งน้ำและบำรุงรักษาแม่ยมการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาแม่ยม"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",แม่ยม | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
216,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",ท่อทองแดง | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
217,โครงการส่งน้ำและบำรุงรักษาสุโขทัยการมีปริมาณการใช้น้ำของพืช 7 วันข้างหน้าะเพิ่มหรือลดเทียบกับสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: พยากรณ์)",บำรุงรักษาสุโขทัย | ปัจจุบัน | 7 วัน | แนวโน้ม,aggregate
218,โครงการไหนมีปริมาณการใช้น้ำของพืชมากที่สุดวันนี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | สูงสุด | วันนี้,aggregate
219,โครงการไหนมีปริมาณการใช้น้ำของพืชมากที่สุดช่วงนี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | สูงสุด | ช่วงนี้,aggregate
220,โครงการไหนมีปริมาณการใช้น้ำของพืชน้อยที่สุดวันนี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | ต่ำสุด | วันนี้,aggregate
221,โครงการไหนมีปริมาณการใช้น้ำของพืชน้อยที่สุดช่วงนี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | ต่ำสุด | ช่วงนี้,aggregate
222,โครงการไหนมีปริมาณการใช้น้ำของพืชน้อยที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | ต่ำสุด | สัปดาห์นี้,aggregate
223,โครงการไหนมีปริมาณการใช้น้ำของพืชมากที่สุดเดือนนี้,ควรสรุปจาก database (simsat) ในช่วงเดือนปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | สูงสุด | เดือนนี้,aggregate
224,โครงการไหนมีปริมาณการใช้น้ำของพืชน้อยที่สุดเดือนนี้,ควรสรุปจาก database (simsat) ในช่วงเดือนปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | ต่ำสุด | เดือนนี้,aggregate
225,โครงการไหนมีปริมาณการใช้น้ำของพืชมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | สูงสุด | ปีนี้,aggregate
226,โครงการไหนมีปริมาณการใช้น้ำของพืชน้อยที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | ต่ำสุด | ปีนี้,aggregate
227,โครงการไหนมีปริมาณการใช้น้ำของพืชมากที่สุดปีที่แล้ว,ควรสรุปจาก database (simsat) ในช่วงปีที่ผ่านมา โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | สูงสุด | ปีที่แล้ว,aggregate
228,โครงการไหนมีปริมาณการใช้น้ำของพืชน้อยที่สุดปีที่แล้ว?,ควรสรุปจาก database (simsat) ในช่วงปีที่ผ่านมา โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, โครงการ | ปริมาณการใช้น้ำของพืช | ต่ำสุด | ปีที่แล้ว,aggregate
229,จังหวัดไหนมีปริมาณการใช้น้ำของพืชชลประทานมากที่สุดวันนี้?,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, จังหวัด | ปริมาณการใช้น้ำของพืช | สูงสุด | วันนี้,aggregate
230,จังหวัดไหนมีปริมาณการใช้น้ำของพืชชลประทานมากที่สุดช่วงนี้?,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, จังหวัด | ปริมาณการใช้น้ำของพืช | สูงสุด | ช่วงนี้,aggregate
231,จังหวัดไหนมีปริมาณการใช้น้ำของพืชชลประทานมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, จังหวัด | ปริมาณการใช้น้ำของพืช | สูงสุด | สัปดาห์นี้,aggregate
232,จังหวัดไหนมีปริมาณการใช้น้ำของพืชชลประทานมากที่สุดเดือนนี้?,ควรสรุปจาก database (simsat) ในช่วงเดือนปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, จังหวัด | ปริมาณการใช้น้ำของพืช | สูงสุด | เดือนนี้,aggregate
233,จังหวัดไหนมีปริมาณการใช้น้ำของพืชชลประทานมากที่สุดปีนี้?,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, จังหวัด | ปริมาณการใช้น้ำของพืช | สูงสุด | ปีนี้,aggregate
234,จังหวัดไหนมีปริมาณการใช้น้ำของพืชชลประทานมากที่สุดปีที่แล้ว?,ควรสรุปจาก database (simsat) ในช่วงปีที่ผ่านมา โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ลบ.ม./วินาที ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ, จังหวัด | ปริมาณการใช้น้ำของพืช | สูงสุด | ปีที่แล้ว,aggregate
235,โครงการไหนมีพื้นที่ปลูกข้าวมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | ข้าว | สูงสุด | สัปดาห์นี้,aggregate
236,โครงการไหนมีพื้นที่ปลูกข้าวมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | ข้าว | สูงสุด | ปีนี้,aggregate
237,โครงการไหนมีพื้นที่ปลูกอ้อยมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | อ้อย | สูงสุด | สัปดาห์นี้,aggregate
238,โครงการไหนมีพื้นที่ปลูกอ้อยมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | อ้อย | สูงสุด | ปีนี้,aggregate
239,โครงการไหนมีพื้นที่ปลูกข้าวโพดมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | ข้าวโพด | สูงสุด | สัปดาห์นี้,aggregate
240,โครงการไหนมีพื้นที่ปลูกข้าวโพดมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | ข้าวโพด | สูงสุด | ปีนี้,aggregate
241,โครงการไหนมีพื้นที่ปลูกมันสำปะหลังมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | มันสำปะหลัง | สูงสุด | สัปดาห์นี้,aggregate
242,โครงการไหนมีพื้นที่ปลูกมันสำปะหลังมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), โครงการ | มันสำปะหลัง | สูงสุด | ปีนี้,aggregate
243,จังหวัดไหนมีพื้นที่ปลูกข้าวรวมมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | ข้าว | สูงสุด | สัปดาห์นี้,aggregate
244,จังหวัดไหนมีพื้นที่ปลูกข้าวรวมมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | ข้าว | สูงสุด | ปีนี้,aggregate
245,จังหวัดไหนมีพื้นที่ปลูกอ้อยรวมมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | อ้อย | สูงสุด | สัปดาห์นี้,aggregate
246,จังหวัดไหนมีพื้นที่ปลูกอ้อยรวมมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | อ้อย | สูงสุด | ปีนี้,aggregate
247,จังหวัดไหนมีพื้นที่ปลูกข้าวโพดรวมมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | ข้าวโพด | สูงสุด | สัปดาห์นี้,aggregate
248,จังหวัดไหนมีพื้นที่ปลูกข้าวโพดรวมมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | ข้าวโพด | สูงสุด | ปีนี้,aggregate
249,จังหวัดไหนมีพื้นที่ปลูกมันสำปะหลังรวมมากที่สุดสัปดาห์นี้,ควรสรุปจาก database (simsat) ในช่วงสัปดาห์ปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | มันสำปะหลัง | สูงสุด | สัปดาห์นี้,aggregate
250,จังหวัดไหนมีพื้นที่ปลูกมันสำปะหลังรวมมากที่สุดปีนี้,ควรสรุปจาก database (simsat) ในช่วงปีปัจจุบัน โดยสรุปอย่างน้อย Top 3 โครงการ/พื้นที่ พร้อมค่า <ตัวเลข> ไร่ ชื่อโครงการ/พื้นที่ ไม่ถามย้อนกลับ — (ต้องมีคำว่า: แปลง), จังหวัด | มันสำปะหลัง | สูงสุด | ปีนี้,aggregate
251,โครงการชลประทานตากปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" โดยให้ค่า <ตัวเลข> ไร่ ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",ชลประทานตาก | สูงสุด | สัปดาห์นี้,aggregate
252,โครงการส่งน้ำและบำรุงรักษาวังบัวปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาวังบัว"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",วังบัว | สูงสุด | สัปดาห์นี้,aggregate
253,โครงการส่งน้ำและบำรุงรักษาวังยาง - หนองขวัญปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาวังยาง - หนองขวัญ"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",วังยาง-หนองขวัญ | สูงสุด | สัปดาห์นี้,aggregate
254,โครงการชลประทานแพร่ปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานแพร่"" โดยให้ค่า <ตัวเลข> ไร่ ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",ชลประทานแพร่ | สูงสุด | สัปดาห์นี้,aggregate
255,โครงการชลประทานกำแพงเพชรปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานกำแพงเพชร"" โดยให้ค่า <ตัวเลข> ไร่ ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",ชลประทานกำแพงเพชร | สูงสุด | สัปดาห์นี้,aggregate
256,โครงการชลประทานสุโขทัยปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการชลประทานสุโขทัย"" โดยให้ค่า <ตัวเลข> ไร่ ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",ชลประทานสุโขทัย | สูงสุด | สัปดาห์นี้,aggregate
257,โครงการส่งน้ำและบำรุงรักษาแม่ยมปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาแม่ยม"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",แม่ยม | สูงสุด | สัปดาห์นี้,aggregate
258,โครงการส่งน้ำและบำรุงรักษาท่อทองแดงปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาท่อทองแดง"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",ท่อทองแดง | สูงสุด | สัปดาห์นี้,aggregate
259,โครงการส่งน้ำและบำรุงรักษาสุโขทัยปลูกพืชชนิดไหนมีพื้นที่มากที่สุดสัปดาห์นี้,"ควรตอบจาก database (simsat) ของ ""โครงการส่งน้ำและบำรุงรักษาสุโขทัย"" โดยให้ค่า <ตัวเลข> ลบ.ม./วินาที ของแต่ละช่วงที่ถาม พร้อมสรุปว่าเพิ่ม/ลดเท่าไร — (ต้องมีคำว่า: แปลง)",บำรุงรักษาสุโขทัย | สูงสุด | สัปดาห์นี้,aggregate
260,โครงการชลประทานตากมีปริมาณการใช้น้ำของพืชเพิ่มขึ้นหรือลดลงเทียบปีนี้กับปีที่แล้ว,"ตอบจาก database (simsat) ของ ""โครงการชลประทานตาก"" — ในช่วงปีที่ผ่านมา — โดยรายงานค่า <ตัวเลข> ลบ.ม./วินาที — ยืนยันหน่วยให้ตรงกับคำถาม และสรุปสั้นกระชับ",ชลประทานตาก | ปีนี้ | ปีที่แล้ว | ปริมาณการใช้น้ำของพืช,specific
